step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
325.0,45,779.0,9.860759493670885,2.099147467354496,45,3188.0,0.07227240299508855,45,3188.0
330.0,32,509.0,6.2073170731707314,2.73711649403977,32,3353.0,0.12455396030547954,32,3353.0
335.0,42,626.0,7.728395061728395,2.017044504199152,42,3530.0,0.11351766056494804,42,3530.0
340.0,49,729.0,8.678571428571429,1.137414481266207,49,3489.0,0.05321605490055727,49,3489.0
345.0,54,819.0,9.523255813953488,1.5054086590822635,54,3257.0,0.04742287714963801,54,3257.0
350.0,56,971.0,11.034090909090908,2.0110439809905376,56,3410.0,0.06389263536149833,56,3410.0
355.0,57,1163.0,13.523255813953488,1.6559728697517797,57,3702.0,0.06421089974848881,57,3702.0
360.0,57,1333.0,16.06024096385542,1.2701608067441814,57,3748.0,0.04515834123118925,57,3748.0
365.0,55,1561.0,16.967391304347824,1.9350242423559987,55,3576.0,0.080137541808519,55,3576.0
370.0,55,1814.0,19.50537634408602,3.0314137210897782,55,3265.0,0.12052659430443184,55,3265.0
375.0,53,2067.0,22.714285714285715,2.8046634379910986,53,3047.0,0.08840215797107694,53,3047.0
380.0,57,2344.0,26.942528735632184,3.126920518528723,57,3023.0,0.11937905387265646,57,3023.0
385.0,58,2629.0,30.2183908045977,3.393485316589019,58,3047.0,0.13512782764482656,58,3047.0
390.0,57,2914.0,34.28235294117647,3.4086667680011793,57,3295.0,0.13693130540868104,57,3295.0
395.0,55,2526.0,30.071428571428573,2.5967806630734294,55,3330.0,0.09372756215284607,55,3330.0
400.0,54,2284.0,26.25287356321839,2.620978593632983,54,3077.0,0.1066242183829652,54,3077.0
405.0,56,2551.0,29.32183908045977,3.4856083103470827,56,3027.0,0.14811361913541124,56,3027.0
410.0,60,2846.0,32.71264367816092,3.1618335276158196,60,3227.0,0.12276343772309387,60,3227.0
415.0,65,3039.0,34.53409090909091,1.7026491622478768,65,3491.0,0.042790084707480906,65,3491.0
420.0,59,3194.0,38.48192771084337,1.7549918467393033,59,3722.0,0.06933358750257643,59,3722.0
425.0,50,3187.0,36.632183908045974,2.0426107440083374,50,3873.0,0.0772854020616999,50,3873.0
430.0,54,3392.0,38.98850574712644,2.1817028775897613,54,4031.0,0.0624229562327369,54,4031.0
435.0,53,3033.0,35.26744186046512,2.066310396578063,53,4031.0,0.060597536109359945,53,4031.0
440.0,49,2281.0,26.2183908045977,3.00029825161775,49,3670.0,0.11290331236435532,49,3670.0
445.0,47,1528.0,17.976470588235294,2.7972731770030856,47,3771.0,0.12243692856883415,47,3771.0
450.0,54,1104.0,13.142857142857142,1.795390637210499,54,4021.0,0.04816290921698976,54,4021.0
455.0,54,754.0,9.308641975308642,1.5313464996344084,54,4203.0,0.06572703588478164,54,4203.0
460.0,51,755.0,9.207317073170731,1.9709462100683228,51,4259.0,0.07457865708252014,51,4259.0
465.0,45,582.0,6.928571428571429,2.086832892752816,45,4399.0,0.06843946552975072,45,4399.0
470.0,50,604.0,7.190476190476191,1.9914392739144975,50,4507.0,0.057079835408519554,50,4507.0
475.0,52,722.0,8.494117647058824,2.237175780218743,52,4738.0,0.08511502209111528,52,4738.0
480.0,60,1004.0,11.952380952380953,1.93561665648623,60,5021.0,0.09008221417870875,60,5021.0
485.0,59,1086.0,13.08433734939759,1.0442941199905944,59,5011.0,0.04418314206967671,59,5011.0
490.0,63,1041.0,12.24705882352941,1.458912075048927,63,4561.0,0.03821407004701019,63,4561.0
495.0,55,907.0,10.797619047619047,2.0302813647274336,55,4725.0,0.07398873226696467,55,4725.0
500.0,42,641.0,8.0125,2.4174923894268154,42,4643.0,0.09375042810199787,42,4643.0
505.0,35,384.0,4.7407407407407405,2.554584950351452,35,4443.0,0.09566684003853133,35,4443.0
510.0,27,302.0,3.5952380952380953,3.2639640594103745,27,3979.0,0.15121890232340496,27,3979.0
515.0,25,317.0,3.9135802469135803,4.206621677600382,25,3261.0,0.192391054467018,25,3261.0
520.0,36,451.0,5.5,3.478872893838035,36,2746.0,0.1295203906184328,36,2746.0
525.0,41,632.0,7.802469135802469,3.6956963478854683,41,2289.0,0.14847258673900618,41,2289.0
530.0,48,855.0,10.555555555555555,4.033162744777129,48,2225.0,0.1649486561493106,48,2225.0
535.0,54,1111.0,14.063291139240507,3.6014306773301588,54,2381.0,0.13502648887517535,54,2381.0
540.0,52,1177.0,15.486842105263158,2.5069069794746213,52,2460.0,0.09583920606028097,52,2460.0
545.0,46,1155.0,14.085365853658537,3.146504131971458,46,2353.0,0.13972926871635005,46,2353.0
550.0,41,1077.0,13.134146341463415,3.3464413680590512,41,2549.0,0.17990980747819102,41,2549.0
555.0,36,1024.0,12.487804878048781,2.922188843258125,36,2694.0,0.1264458443323874,36,2694.0
560.0,35,638.0,7.686746987951807,2.597514434182499,35,2694.0,0.11865500721000437,35,2694.0
565.0,43,679.0,7.804597701149425,2.7358811918934585,43,2625.0,0.1267973122359525,43,2625.0
570.0,50,855.0,9.715909090909092,2.0109642214987957,50,2787.0,0.06451469716544841,50,2787.0
575.0,57,1079.0,11.988888888888889,2.118940047230706,57,3016.0,0.0612936658658188,57,3016.0
580.0,58,1167.0,12.15625,2.022684051584377,58,3068.0,0.07332422209041604,58,3068.0
585.0,48,1151.0,12.376344086021506,2.6802184962215776,48,2890.0,0.1323303739304449,48,2890.0
590.0,41,1134.0,12.193548387096774,2.5826261222372073,41,2879.0,0.11207172220263874,41,2879.0
595.0,42,1090.0,11.595744680851064,2.402467327766508,42,3036.0,0.09006382654196397,42,3036.0
600.0,39,1154.0,12.543478260869565,3.036924613294326,39,3172.0,0.11093453667202702,39,3172.0
605.0,47,1355.0,14.56989247311828,3.02921153929836,47,3360.0,0.11001554490796156,47,3360.0
610.0,48,1480.0,16.444444444444443,2.73689472970347,48,3355.0,0.11460028064820964,48,3355.0
615.0,51,1582.0,17.010752688172044,2.4918337835608066,51,3144.0,0.11219158285732608,51,3144.0
620.0,46,1460.0,15.208333333333334,2.7191652472093875,46,3128.0,0.13489504925659526,46,3128.0
625.0,48,1462.0,15.229166666666666,2.488741913485883,48,3131.0,0.11215611936467475,48,3131.0
630.0,52,1566.0,16.144329896907216,2.2124424399233718,52,3259.0,0.07223901543526202,52,3259.0
635.0,62,1712.0,17.12,1.9282298190696288,62,3451.0,0.06026868568135702,62,3451.0
640.0,59,1819.0,18.19,1.9537194280999568,59,3476.0,0.06394559643424315,59,3476.0
645.0,57,1872.0,19.298969072164947,1.9351501116742362,57,3356.0,0.06586062786221694,57,3356.0
650.0,48,1945.0,19.846938775510203,2.1054367935014224,48,3469.0,0.08637713629572627,48,3469.0
655.0,45,2038.0,20.38,2.7400241266093808,45,3606.0,0.1322230865808898,45,3606.0
660.0,38,2129.0,21.505050505050505,2.3262926402985,38,3613.0,0.1136938574136085,38,3613.0
665.0,47,2288.0,23.11111111111111,1.6661228232708019,47,3477.0,0.07776237665381909,47,3477.0
670.0,47,2449.0,24.00980392156863,1.9819421124154444,47,3570.0,0.0808028142995669,47,3570.0
675.0,49,2609.0,24.847619047619048,2.147405715387146,49,3699.0,0.07564693341383032,49,3699.0
680.0,51,1780.0,17.45098039215686,1.7963127124668292,51,3568.0,0.07117445215342152,51,3568.0
685.0,58,990.0,9.25233644859813,1.7688892791803088,58,3156.0,0.06973875499758574,58,3156.0
690.0,49,756.0,7.0,2.0348708466018874,49,3212.0,0.09427354588421244,49,3212.0
695.0,61,891.0,8.174311926605505,2.0751106430670387,61,3196.0,0.09224966906392146,61,3196.0
700.0,67,1063.0,9.752293577981652,1.4619784837668777,67,3154.0,0.04071919564352663,67,3154.0
705.0,67,1239.0,11.36697247706422,1.8218549858748885,67,2990.0,0.05918923809869953,67,2990.0
710.0,63,1306.0,12.438095238095238,1.9391293764267075,63,3099.0,0.08177855029703086,63,3099.0
715.0,66,1358.0,12.933333333333334,1.8537156695036796,66,3221.0,0.05647117465592259,66,3221.0
720.0,64,1383.0,13.558823529411764,1.687085813813379,64,3297.0,0.05396936711699589,64,3297.0
725.0,60,1342.0,12.660377358490566,2.063437323723486,60,3333.0,0.08274888531751914,60,3333.0
730.0,53,851.0,8.262135922330097,2.3878807704115586,53,3388.0,0.12045051808676617,53,3388.0
735.0,51,571.0,5.490384615384615,1.965048366996746,51,3249.0,0.07219314982813921,51,3249.0
740.0,54,600.0,5.769230769230769,1.8868129594356375,54,3263.0,0.0643918635572967,54,3263.0
745.0,68,670.0,6.320754716981132,1.6566308194578199,68,3190.0,0.05734160412578918,68,3190.0
750.0,75,846.0,8.057142857142857,1.3023737544803242,75,3407.0,0.03846804888236149,75,3407.0
755.0,78,988.0,9.592233009708737,1.259173949179114,78,3528.0,0.027657126786439615,78,3528.0
760.0,75,1029.0,9.616822429906541,1.6605108866134033,75,3693.0,0.054842755052265,75,3693.0
765.0,60,918.0,8.912621359223301,2.478199280408405,60,3744.0,0.11024454181888937,60,3744.0
770.0,51,764.0,7.64,1.9029154167881805,51,3837.0,0.07843013809245834,51,3837.0
775.0,53,725.0,7.25,1.8594733440631466,53,3847.0,0.06850629217128276,53,3847.0
780.0,61,900.0,8.823529411764707,2.2707335966576108,61,3924.0,0.06373453406247671,61,3924.0
785.0,70,1094.0,10.831683168316832,1.6041214450972598,70,4090.0,0.04504699578257201,70,4090.0
790.0,70,1240.0,12.653061224489797,1.6027199035012447,70,4128.0,0.04243822369220202,70,4128.0
795.0,69,1437.0,14.227722772277227,2.2269328622170885,69,4056.0,0.060521556342996954,69,4056.0
800.0,60,1255.0,12.806122448979592,2.468560249713709,60,4100.0,0.11430806392977151,60,4100.0
805.0,52,1010.0,10.631578947368421,2.636932734125061,52,3937.0,0.11582819982509501,52,3937.0
810.0,61,1254.0,13.2,2.568204586942196,61,3835.0,0.08176654090507418,61,3835.0
815.0,67,1569.0,16.34375,2.610845554994165,67,4030.0,0.07585306309267419,67,4030.0
820.0,68,1612.0,17.333333333333332,1.7024198082208595,68,4105.0,0.041680539860625115,68,4105.0
825.0,65,1483.0,16.477777777777778,1.638664402028419,65,4019.0,0.03851466641183726,65,4019.0
830.0,60,1279.0,14.054945054945055,1.8404445461105585,60,4055.0,0.051529753517389754,60,4055.0
835.0,45,873.0,9.808988764044944,2.7449733767273434,45,3951.0,0.11322886073737688,45,3951.0
840.0,41,743.0,8.63953488372093,3.5135350909276926,41,3732.0,0.14548271255880274,41,3732.0
845.0,44,775.0,9.117647058823529,3.262980540636194,44,3562.0,0.1125805286320453,44,3562.0
850.0,43,797.0,9.71951219512195,2.9221773626628322,43,3680.0,0.12688724229710288,43,3680.0
855.0,55,1034.0,12.609756097560975,2.594483686955185,55,3887.0,0.11183488854403995,55,3887.0
860.0,61,1321.0,16.109756097560975,1.4643029116484487,61,4171.0,0.0488957047603836,61,4171.0
865.0,69,1444.0,16.790697674418606,0.803515881806147,69,4238.0,0.03774657591174418,69,4238.0
870.0,62,1444.0,16.044444444444444,1.8771242731524056,62,4045.0,0.08509008348110014,62,4045.0
875.0,52,1343.0,14.440860215053764,2.3549833939197184,52,4067.0,0.10071239655597578,52,4067.0
880.0,50,1183.0,13.0,2.2819759460287727,50,4082.0,0.08739489849673895,50,4082.0
885.0,42,1110.0,12.333333333333334,2.243602032634278,42,3996.0,0.08961613700283597,42,3996.0
890.0,38,1135.0,12.752808988764045,2.711444914947304,38,3587.0,0.11166940804926767,38,3587.0
895.0,34,1152.0,13.090909090909092,2.5633934133351732,34,3515.0,0.10101671897074153,34,3515.0
900.0,34,1254.0,13.933333333333334,2.51362412633747,34,3489.0,0.09783839940044936,34,3489.0
905.0,37,1401.0,14.904255319148936,3.186832303958895,37,3400.0,0.12593953832267807,37,3400.0
910.0,43,1585.0,16.861702127659573,3.677473568253492,43,3453.0,0.1541560135185457,43,3453.0
915.0,44,1698.0,18.65934065934066,2.819177227502257,44,3419.0,0.12329344781320925,44,3419.0
920.0,53,1799.0,19.138297872340427,2.545211075944509,53,3178.0,0.10599309250141895,53,3178.0
925.0,49,1910.0,20.537634408602152,2.4927303334193853,49,3273.0,0.1048617186346548,49,3273.0
930.0,46,2030.0,21.827956989247312,2.378717655302348,46,3395.0,0.08811939740310755,46,3395.0
935.0,40,2115.0,22.741935483870968,2.299026163397649,40,3386.0,0.0955686343303928,40,3386.0
940.0,43,2263.0,22.186274509803923,2.429037151565049,43,3073.0,0.10098752109665662,43,3073.0
945.0,41,2409.0,23.61764705882353,2.543106563187126,41,3181.0,0.12015571773047848,41,3181.0
950.0,45,2559.0,24.60576923076923,2.3037594624668705,45,3303.0,0.09970162734782494,45,3303.0
955.0,49,2717.0,26.37864077669903,2.0812822972158345,49,3372.0,0.08278828057179802,49,3372.0
960.0,51,2902.0,27.903846153846153,2.2399537552529445,51,3352.0,0.09324110619392702,51,3352.0
965.0,46,2695.0,25.91346153846154,1.953436685120239,46,3416.0,0.0752668193723901,46,3416.0
970.0,54,2791.0,26.330188679245282,1.96647581182282,54,3364.0,0.06816962984535468,54,3364.0
975.0,63,2985.0,27.63888888888889,1.6609167744521278,63,3598.0,0.051455033880365576,63,3598.0
980.0,71,3177.0,28.62162162162162,1.846983594030789,71,3837.0,0.07431901899179164,71,3837.0
985.0,67,3304.0,30.036363636363635,2.0232823473218144,67,4030.0,0.07503189667256649,67,4030.0
990.0,65,3400.0,31.48148148148148,1.911448075945719,65,4198.0,0.06306343213427723,65,4198.0
995.0,63,3553.0,33.5188679245283,2.503935448256616,63,4342.0,0.09100403476691725,63,4342.0
1000.0,65,3767.0,35.205607476635514,2.5532512087223562,65,4544.0,0.08553292573289593,65,4544.0
1005.0,60,2727.0,26.475728155339805,2.066424688515838,60,4389.0,0.08623126403113868,60,4389.0
1010.0,65,1473.0,13.39090909090909,2.0699525954027354,65,3852.0,0.08184050326512017,65,3852.0
1015.0,65,1140.0,10.458715596330276,2.515749320499687,65,3146.0,0.09744795070103633,65,3146.0
1020.0,69,1322.0,12.018181818181818,2.9202238543605814,69,2953.0,0.11859190067201363,69,2953.0
1025.0,76,1688.0,15.924528301886792,2.5205220250204565,76,2779.0,0.07986430480208415,76,2779.0
1030.0,81,2090.0,20.29126213592233,2.1717533691227917,81,2965.0,0.050037871793082875,81,2965.0
1035.0,78,2207.0,21.85148514851485,1.7194525457115235,78,3196.0,0.03504050393131495,78,3196.0
1040.0,73,2140.0,22.061855670103093,1.8238314883109765,73,3309.0,0.03840143623238769,73,3309.0
1045.0,68,1887.0,19.255102040816325,1.5880174378972438,68,3475.0,0.039066070561932675,68,3475.0
1050.0,53,1543.0,16.072916666666668,2.474551386775397,53,3557.0,0.10044705470856059,53,3557.0
1055.0,41,1218.0,13.096774193548388,3.0243665027479683,41,3536.0,0.14156808050814015,41,3536.0
1060.0,36,1099.0,11.945652173913043,2.6090928316052677,36,3395.0,0.09281224133283397,36,3395.0
1065.0,41,1179.0,12.67741935483871,2.9529815109874433,41,3287.0,0.1040313857033413,41,3287.0
1070.0,48,1376.0,14.795698924731182,3.1890500923714873,48,3210.0,0.12373365991683341,48,3210.0
1075.0,45,1025.0,11.51685393258427,2.795180377376415,45,3129.0,0.13213275436413696,45,3129.0
1080.0,52,731.0,8.122222222222222,2.3799604760456146,52,2947.0,0.09750278084506074,52,2947.0
1085.0,61,991.0,10.216494845360824,2.8162493751064623,61,2808.0,0.09722074067748601,61,2808.0
1090.0,62,1106.0,11.402061855670103,2.612757365787691,62,2955.0,0.10622918234654861,62,2955.0
1095.0,64,1128.0,12.0,1.9266647495885978,64,2883.0,0.0614721908997832,64,2883.0
1100.0,63,1069.0,11.02061855670103,1.756151904804085,63,3040.0,0.05022219694255366,63,3040.0
1105.0,55,935.0,9.946808510638299,2.248316256634249,55,3038.0,0.08895328438107948,55,3038.0
1110.0,47,902.0,9.912087912087912,2.270764219017077,47,3058.0,0.08689503315495378,47,3058.0
1115.0,41,919.0,10.098901098901099,2.26570272515483,41,2948.0,0.08419465038942028,41,2948.0
1120.0,43,1017.0,10.705263157894738,2.9392806282528063,43,2732.0,0.11184830579889851,43,2732.0
1125.0,45,1205.0,12.422680412371134,3.4612057093564426,45,2637.0,0.15067939266869712,45,2637.0
1130.0,43,899.0,9.666666666666666,2.471470007634978,43,2654.0,0.1083789844355324,43,2654.0
1135.0,56,844.0,8.884210526315789,2.265576156372504,56,2565.0,0.09516814405520474,56,2565.0
1140.0,67,1153.0,12.136842105263158,2.3727595797172825,67,2605.0,0.06904880030990651,67,2605.0
1145.0,69,1295.0,13.924731182795698,1.6975999694362436,69,2753.0,0.0470816726017347,69,2753.0
1150.0,66,1335.0,14.51086956521739,2.025267062881377,66,2711.0,0.050657984623393056,66,2711.0
1155.0,62,1409.0,14.98936170212766,2.380361281953873,62,2789.0,0.07859766059459221,62,2789.0
1160.0,57,1482.0,15.6,3.4760642290094026,57,2803.0,0.14599594867696863,57,2803.0
1165.0,50,1216.0,13.662921348314606,2.9158580352562584,50,2799.0,0.13913190323477892,50,2799.0
1170.0,54,1124.0,12.629213483146067,2.5389247684624316,54,2716.0,0.10615842095842691,54,2716.0
1175.0,60,1403.0,15.417582417582418,2.809470562964536,60,2689.0,0.09764599124399392,60,2689.0
1180.0,60,1421.0,15.78888888888889,1.9533553298743214,60,2789.0,0.06106455516846067,60,2789.0
1185.0,62,1316.0,14.786516853932584,1.813848645333721,62,2715.0,0.049210449788945065,62,2715.0
1190.0,56,1085.0,11.666666666666666,1.8349173164735515,56,2808.0,0.055881726641617835,56,2808.0
1195.0,48,788.0,8.565217391304348,2.592980402237127,48,2814.0,0.11570281645340173,48,2814.0
1200.0,41,641.0,7.202247191011236,2.7211931993535248,41,2865.0,0.13729141421866956,41,2865.0
1205.0,38,644.0,7.235955056179775,2.2024616066764637,38,2671.0,0.08148520029763638,38,2671.0
1210.0,35,676.0,7.428571428571429,2.4031113311751744,35,2636.0,0.09754942136315443,35,2636.0
1215.0,35,761.0,8.271739130434783,2.6361873771559523,35,2541.0,0.11069273609455733,35,2541.0
1220.0,33,849.0,9.647727272727273,2.4480909497818573,33,2466.0,0.09314019772424453,33,2466.0
1225.0,37,959.0,10.311827956989248,2.254400472905913,37,2409.0,0.08909371845905067,37,2409.0
1230.0,35,1115.0,11.861702127659575,3.217221595348025,35,2278.0,0.1366727171695806,35,2278.0
1235.0,45,1307.0,13.614583333333334,3.4205967661427827,45,2298.0,0.15802817836370786,45,2298.0
1240.0,47,1006.0,10.817204301075268,2.6724143178952158,47,2230.0,0.117178860005768,47,2230.0
1245.0,58,948.0,9.978947368421053,2.57525180320329,58,2139.0,0.09716990703639236,58,2139.0
1250.0,61,1069.0,11.372340425531915,1.8875268954255904,61,2279.0,0.06908399159954429,61,2279.0
1255.0,61,1139.0,12.380434782608695,1.996130415500723,61,2286.0,0.07238904265544582,61,2286.0
1260.0,61,1172.0,12.46808510638298,1.750493598886457,61,2480.0,0.061099363143739184,61,2480.0
1265.0,52,1118.0,11.408163265306122,1.958752913224622,52,2573.0,0.0920951437468708,52,2573.0
1270.0,49,1120.0,11.2,2.372161214809309,49,2696.0,0.1185067129471501,49,2696.0
1275.0,51,1232.0,12.198019801980198,1.956820853456014,51,2720.0,0.06968760415025944,51,2720.0
1280.0,52,1404.0,13.900990099009901,2.4815158319327124,52,2686.0,0.07851789876788444,52,2686.0
1285.0,57,1636.0,16.198019801980198,2.860319517028567,57,2738.0,0.10304932887453243,57,2738.0
1290.0,53,1272.0,13.11340206185567,2.5061842456284738,53,2713.0,0.10186285315286565,53,2713.0
1295.0,59,1029.0,10.608247422680412,2.3055204529382713,59,2586.0,0.09951833804197154,59,2586.0
1300.0,63,1140.0,11.176470588235293,1.84018659508957,63,2793.0,0.07368237691201422,63,2793.0
1305.0,64,1229.0,12.049019607843137,2.3421955564005406,64,2936.0,0.10380009389099583,64,2936.0
1310.0,68,1323.0,12.844660194174757,2.28151174700429,68,3037.0,0.07249648921660576,68,3037.0
1315.0,67,1487.0,14.436893203883495,2.5397687608743653,67,3197.0,0.0791705212744939,67,3197.0
1320.0,63,1293.0,12.676470588235293,2.5580084349258922,63,3219.0,0.10790391890973687,63,3219.0
1325.0,64,1121.0,11.099009900990099,2.567342430040557,64,3105.0,0.10736934860722928,64,3105.0
1330.0,66,1404.0,14.326530612244898,2.397200748662245,66,3013.0,0.0820020082591842,66,3013.0
1335.0,67,1487.0,14.57843137254902,1.8312279326974403,67,3207.0,0.05327619597343875,67,3207.0
1340.0,69,1449.0,14.636363636363637,2.2754330185051317,69,3278.0,0.08684322109195235,69,3278.0
1345.0,65,1490.0,15.360824742268042,2.3363233977871114,65,3234.0,0.06421451098160927,65,3234.0
1350.0,64,1536.0,16.0,2.5814724091503782,64,3353.0,0.09394119764044236,64,3353.0
1355.0,57,1313.0,13.536082474226804,2.6456811839916083,57,3289.0,0.11173623452790166,57,3289.0
1360.0,59,1138.0,11.854166666666666,2.8365949725062176,59,3119.0,0.12799279296340443,59,3119.0
1365.0,59,1378.0,14.817204301075268,2.4352595778106223,59,2970.0,0.08162661730305194,59,2970.0
1370.0,67,1702.0,17.367346938775512,2.3049414469154286,67,3125.0,0.05473156162138876,67,3125.0
1375.0,71,1737.0,17.37,2.250162570592203,71,3278.0,0.07660399464278882,71,3278.0
