step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
380.0,13,79.0,2.0789473684210527,4.984771031519119,13,292.0,0.22069220051312838,13,292.0
385.0,14,83.0,2.1842105263157894,3.444780221365301,14,312.0,0.12857185834885873,14,312.0
390.0,11,49.0,1.225,4.590327690494137,11,267.0,0.2210147763912805,11,267.0
395.0,8,29.0,0.6744186046511628,6.294329409077672,8,167.0,0.2773387939569157,8,167.0
400.0,7,23.0,0.5897435897435898,6.833368660742574,7,129.0,0.32248054544483407,7,129.0
405.0,1,2.0,0.05555555555555555,7.0719623790955115,1,121.0,0.38387830609241513,1,121.0
410.0,6,25.0,0.7142857142857143,5.996858495861932,6,143.0,0.27490609971440433,6,143.0
415.0,13,76.0,2.1714285714285713,4.063020521354484,13,194.0,0.1677578641157599,13,194.0
420.0,15,81.0,2.3142857142857145,3.3663570894802644,15,230.0,0.1654732269156946,15,230.0
425.0,12,54.0,1.35,4.076220388196965,12,220.0,0.19642891210928498,12,220.0
430.0,9,36.0,0.8372093023255814,5.66574440285745,9,180.0,0.22568336309763687,9,180.0
435.0,7,23.0,0.575,5.627039059997618,7,214.0,0.26790464852075907,7,214.0
440.0,6,23.0,0.6571428571428571,5.341489867362765,6,240.0,0.217292638186251,6,240.0
445.0,13,77.0,2.081081081081081,3.836339674428639,13,294.0,0.21042090154711807,13,294.0
450.0,20,163.0,4.17948717948718,2.497626154538329,20,380.0,0.14934141994693548,20,380.0
455.0,26,282.0,6.714285714285714,2.07979376453277,26,499.0,0.1341414974362824,26,499.0
460.0,35,437.0,10.162790697674419,1.5692154770371292,35,654.0,0.04996948951697686,35,654.0
465.0,38,622.0,13.822222222222223,2.0142058765753528,38,841.0,0.04766662213270703,38,841.0
470.0,32,609.0,13.533333333333333,2.284554659207398,32,926.0,0.08169972895854644,32,926.0
475.0,23,448.0,10.666666666666666,3.203299452017571,23,879.0,0.11969051071812875,23,879.0
480.0,16,325.0,7.558139534883721,5.4076927834798685,16,744.0,0.17610723700316444,16,744.0
485.0,9,174.0,4.2439024390243905,7.000778897921383,9,630.0,0.30259062807743325,9,630.0
490.0,1,1.0,0.02631578947368421,7.372612850752015,1,586.0,0.4310619811321298,1,586.0
495.0,6,20.0,0.5128205128205128,7.069321516819887,6,594.0,0.38255943945713733,6,594.0
500.0,13,74.0,1.9473684210526316,5.365104643543204,13,648.0,0.24758076588893246,13,648.0
505.0,20,161.0,4.025,3.5607468504695476,20,735.0,0.11188496012321748,20,735.0
510.0,27,278.0,6.780487804878049,1.8077135885121567,27,854.0,0.04856018903742487,27,854.0
515.0,33,425.0,10.897435897435898,0.3580593673605094,33,1003.0,0.02828895531824009,33,1003.0
520.0,38,606.0,15.538461538461538,0.2959086048081499,38,1185.0,0.02352441575131949,38,1185.0
525.0,32,596.0,14.9,1.2064206440679337,32,1231.0,0.04663954204004201,32,1231.0
530.0,22,433.0,10.560975609756097,3.5803208335612626,22,1107.0,0.12992017379328405,22,1107.0
535.0,14,302.0,7.190476190476191,5.780756489415017,14,848.0,0.22109766780196216,14,848.0
540.0,5,95.0,2.5,7.067948882026796,5,673.0,0.329592735915484,5,673.0
545.0,0,0.0,0.0,7.800406489104001,0,568.0,0.4437974925400933,0,568.0
550.0,6,15.0,0.45454545454545453,6.626510599276741,6,583.0,0.33958534361362375,6,583.0
555.0,12,60.0,1.8181818181818181,4.264698378807667,12,628.0,0.1865844807360463,12,628.0
560.0,12,61.0,1.7941176470588236,2.809058124219342,12,560.0,0.12983154486001794,12,560.0
565.0,7,28.0,0.6829268292682927,5.082179342840772,7,457.0,0.2477449022268625,7,457.0
570.0,6,16.0,0.3902439024390244,6.108327214682505,6,282.0,0.2778229153370777,6,282.0
575.0,3,5.0,0.125,5.790737124700497,3,302.0,0.2507599364348566,3,302.0
580.0,9,34.0,1.0,5.140898329926844,9,336.0,0.22728683021810397,9,336.0
585.0,14,92.0,2.6285714285714286,3.4396808345414622,14,394.0,0.16772731770193816,14,394.0
590.0,21,184.0,4.717948717948718,2.312570337912962,21,486.0,0.1300252992990765,21,486.0
595.0,22,190.0,4.523809523809524,2.2957118574421544,22,500.0,0.13741899641821856,22,500.0
600.0,19,139.0,3.159090909090909,3.101078641173768,19,407.0,0.13004477697335934,19,407.0
605.0,16,112.0,2.4347826086956523,5.020468571700354,16,324.0,0.18345068590546518,16,324.0
610.0,8,61.0,1.3863636363636365,5.410805342478161,8,369.0,0.27227686912009447,8,369.0
615.0,8,31.0,0.775,6.095159049515367,8,392.0,0.27760005852997655,8,392.0
620.0,13,85.0,2.125,4.9479921370113304,13,447.0,0.20203808872279896,13,447.0
625.0,14,83.0,1.9761904761904763,3.870140028107182,14,458.0,0.17878633781671097,14,458.0
630.0,12,48.0,1.170731707317073,3.87225800083883,12,371.0,0.14161011000849888,12,371.0
635.0,12,47.0,1.119047619047619,5.487074668296255,12,305.0,0.18356687408016947,12,305.0
640.0,9,26.0,0.65,5.3489360856931585,9,339.0,0.2387439914952738,9,339.0
645.0,7,34.0,0.918918918918919,5.634555062341634,7,366.0,0.2981585597210949,7,366.0
650.0,14,90.0,2.3076923076923075,4.198694458056389,14,423.0,0.1945783792398162,14,423.0
655.0,20,172.0,4.3,2.615324974294488,20,507.0,0.13452195190902552,20,507.0
660.0,21,168.0,4.0,2.525238038229827,21,531.0,0.11358077285976972,21,531.0
665.0,17,115.0,2.6136363636363638,4.092659970298256,17,436.0,0.1472128508284373,17,436.0
670.0,15,86.0,2.0,5.250480666887231,15,345.0,0.19978789358670712,15,345.0
675.0,9,60.0,1.4634146341463414,6.682917184717311,9,286.0,0.3184481042763372,9,286.0
680.0,1,1.0,0.027777777777777776,7.391696172994561,1,264.0,0.4425722511523258,1,264.0
685.0,8,24.0,0.6666666666666666,6.2374324043886515,8,275.0,0.3012207919450629,8,275.0
690.0,12,78.0,2.108108108108108,4.447078716873136,12,331.0,0.21415260564519584,12,331.0
695.0,20,165.0,4.125,3.7176157199211914,20,418.0,0.18049934507227874,20,418.0
700.0,26,283.0,6.738095238095238,2.486965973328343,26,536.0,0.11804071602213184,26,536.0
705.0,32,433.0,10.069767441860465,1.5884467187475106,32,686.0,0.05079890799410062,32,686.0
710.0,38,616.0,14.325581395348838,1.5616118540546087,38,869.0,0.07043329942876962,38,869.0
715.0,38,806.0,19.19047619047619,1.2850858421695261,38,1059.0,0.024386681319253922,38,1059.0
720.0,32,766.0,18.682926829268293,1.2494330354615073,32,1128.0,0.028038096354691056,32,1128.0
725.0,23,553.0,13.166666666666666,3.4785098150073686,23,1049.0,0.12620258935632808,23,1049.0
730.0,14,352.0,8.380952380952381,5.517669967617762,14,895.0,0.23642781018085215,14,895.0
735.0,5,117.0,3.0789473684210527,4.978598588271234,5,888.0,0.21744907396070884,5,888.0
740.0,6,26.0,0.7222222222222222,5.2056740992656305,6,914.0,0.19716406223563876,6,914.0
745.0,13,75.0,2.142857142857143,3.2341744008339237,13,963.0,0.11477304934487935,13,963.0
750.0,20,158.0,4.514285714285714,1.564410714045368,20,1047.0,0.11450950808315057,20,1047.0
755.0,26,274.0,7.0256410256410255,1.219208816625725,26,1163.0,0.09024537292632247,26,1163.0
760.0,34,425.0,10.119047619047619,1.2367383215035128,34,1316.0,0.07080456954991918,34,1316.0
765.0,32,431.0,10.261904761904763,1.2699770891301423,32,1343.0,0.05166489040954669,32,1343.0
770.0,25,337.0,7.837209302325581,3.120682618710276,25,1207.0,0.09505372008066056,25,1207.0
775.0,17,261.0,6.214285714285714,5.231065508326241,17,956.0,0.15996678277024498,17,956.0
780.0,9,155.0,3.9743589743589745,6.591480373936116,9,748.0,0.2992738649818899,9,748.0
785.0,1,2.0,0.05263157894736842,7.5661948581211504,1,678.0,0.43562206029725997,1,678.0
790.0,8,28.0,0.7,7.363543353207589,8,688.0,0.3994221187564275,8,688.0
795.0,13,82.0,2.05,5.4136157454876725,13,742.0,0.2631530735456854,13,742.0
800.0,13,79.0,1.975,3.1437839111936956,13,682.0,0.13116728856640217,13,682.0
805.0,12,50.0,1.1363636363636365,4.286218807888735,12,431.0,0.15860339615166663,12,431.0
810.0,13,61.0,1.3863636363636365,4.988058349259585,13,313.0,0.16620853242757522,13,313.0
815.0,5,13.0,0.3023255813953488,5.413997697544068,5,336.0,0.2647391330581028,5,336.0
820.0,8,26.0,0.6842105263157895,6.055262530244483,8,344.0,0.27180651581169185,8,344.0
825.0,15,82.0,2.05,4.487412989213705,15,400.0,0.18392098750034067,15,400.0
830.0,21,174.0,4.2439024390243905,2.952001059329815,21,492.0,0.14237624409595967,21,492.0
835.0,23,189.0,4.108695652173913,3.3906972408530467,23,516.0,0.1824837184972709,23,516.0
840.0,19,141.0,3.0,4.143583588066185,19,440.0,0.18975739111282836,19,440.0
845.0,19,129.0,2.8043478260869565,4.762149768056415,19,361.0,0.1375347608226774,19,361.0
850.0,9,55.0,1.2790697674418605,4.735125740962462,9,411.0,0.19528170410386483,9,411.0
855.0,8,32.0,0.8205128205128205,5.597220101154112,8,428.0,0.2625691855709836,8,428.0
860.0,14,88.0,2.0952380952380953,4.926893298926446,14,478.0,0.20451189641915055,14,478.0
865.0,14,85.0,2.0238095238095237,3.4837054834287087,14,485.0,0.14874325803069421,14,485.0
870.0,13,53.0,1.358974358974359,3.2857571186979353,13,419.0,0.11910795714138522,13,419.0
875.0,11,42.0,1.0,5.349193558841492,11,310.0,0.16830604168347918,11,310.0
880.0,6,17.0,0.425,5.830272179301353,6,339.0,0.27253008358099357,6,339.0
885.0,8,31.0,0.8378378378378378,5.762131919757755,8,365.0,0.3030126212723856,8,365.0
890.0,16,91.0,2.3333333333333335,4.28801319995174,16,425.0,0.22352999875907512,16,425.0
895.0,20,179.0,4.365853658536586,2.854352506585859,20,515.0,0.10617411701049101,20,515.0
900.0,22,187.0,4.4523809523809526,2.133728093019339,22,537.0,0.08283476369020855,22,537.0
905.0,19,139.0,3.2325581395348837,3.5229839614108074,19,452.0,0.10474175222661021,19,452.0
910.0,17,124.0,2.9523809523809526,5.357666556223423,17,379.0,0.1751887745191048,17,379.0
915.0,9,87.0,2.289473684210526,6.874318643967625,9,297.0,0.29055321518653127,9,297.0
920.0,1,1.0,0.02857142857142857,7.258966979859881,1,285.0,0.4010527436645339,1,285.0
925.0,7,23.0,0.6764705882352942,6.277723183028936,7,298.0,0.3335787619078445,7,298.0
930.0,12,72.0,2.0,4.333897454359914,12,347.0,0.2138119201475622,12,347.0
935.0,14,73.0,1.8717948717948718,3.0468742718893678,14,358.0,0.19196244636744775,14,358.0
940.0,11,47.0,1.119047619047619,3.781226609033563,11,279.0,0.18437009519958528,11,279.0
945.0,12,49.0,1.0888888888888888,5.099102172413339,12,229.0,0.20430974127387022,12,229.0
950.0,8,25.0,0.5434782608695652,5.679861784750008,8,257.0,0.3016421846755436,8,257.0
955.0,8,32.0,0.8,6.270655857862091,8,286.0,0.3078549339517517,8,286.0
960.0,14,91.0,2.275,4.410450838235081,14,345.0,0.12262063015007613,14,345.0
965.0,14,89.0,2.282051282051282,3.2390004404675588,14,353.0,0.09233363562151684,14,353.0
970.0,12,50.0,1.2195121951219512,4.555516376191698,12,292.0,0.1716784844871028,12,292.0
975.0,9,39.0,0.9512195121951219,5.917812768524024,9,212.0,0.22774405897627525,9,212.0
980.0,8,28.0,0.7567567567567568,5.350167207049414,8,253.0,0.2501633783371503,8,253.0
985.0,8,26.0,0.7878787878787878,4.764267058596328,8,284.0,0.2035368721984664,8,284.0
990.0,14,81.0,2.4545454545454546,2.941082921192355,14,340.0,0.146670453645611,14,340.0
995.0,15,87.0,2.230769230769231,2.9812926382250677,15,359.0,0.1878862503324102,15,359.0
1000.0,13,54.0,1.35,3.850496542118394,13,322.0,0.18094262612522577,13,322.0
1005.0,10,47.0,1.0930232558139534,5.520771848504316,10,243.0,0.2019623202404342,10,243.0
1010.0,9,45.0,1.0714285714285714,7.066814685246405,9,194.0,0.3493365066655893,9,194.0
1015.0,1,2.0,0.05128205128205128,6.982483934439126,1,192.0,0.409710901069867,1,192.0
1020.0,8,26.0,0.6666666666666666,6.964967382879326,8,205.0,0.36559620568555384,8,205.0
1025.0,13,81.0,2.076923076923077,5.164202174566629,13,260.0,0.1915245659815329,13,260.0
1030.0,14,82.0,2.1578947368421053,3.1929179536484975,14,280.0,0.13586543399730927,14,280.0
1035.0,10,42.0,1.05,4.00904343159665,10,234.0,0.1386441758811664,10,234.0
1040.0,11,39.0,0.9512195121951219,5.636000717696118,11,172.0,0.1984964613363659,11,172.0
1045.0,6,29.0,0.7435897435897436,7.525335811039124,6,128.0,0.3304559359046246,6,128.0
1050.0,0,0.0,0.0,7.4429058400357135,0,120.0,0.3747869972672351,0,120.0
1055.0,7,22.0,0.6666666666666666,5.870830394772721,7,142.0,0.27011838203161576,7,142.0
1060.0,13,72.0,2.1176470588235294,4.194940577354703,13,192.0,0.22976183722067767,13,192.0
1065.0,18,152.0,4.3428571428571425,2.348353190620237,18,272.0,0.15161772035873308,18,272.0
1070.0,25,266.0,6.487804878048781,2.250574642719996,25,387.0,0.15389191753968906,25,387.0
1075.0,32,410.0,9.534883720930232,1.7368942703954653,32,533.0,0.07637248619133234,32,533.0
1080.0,37,587.0,13.340909090909092,1.6094219344627119,37,710.0,0.06859789505692872,37,710.0
1085.0,33,577.0,12.822222222222223,2.001893623637336,33,801.0,0.08488598347277868,33,801.0
1090.0,24,453.0,10.295454545454545,3.6520140257820075,24,787.0,0.1581022771522251,24,787.0
1095.0,15,280.0,5.957446808510638,5.523609553028226,15,704.0,0.24731616121821393,15,704.0
1100.0,7,115.0,2.5555555555555554,5.873311639195725,7,708.0,0.32024543037246694,7,708.0
1105.0,7,27.0,0.6585365853658537,5.939120259652947,7,730.0,0.32639454551184766,7,730.0
1110.0,14,81.0,1.8837209302325582,4.834511536210877,14,784.0,0.2002942607527104,14,784.0
1115.0,14,82.0,1.8636363636363635,3.143637384641252,14,765.0,0.11229421646056853,14,765.0
1120.0,14,68.0,1.5454545454545454,3.9685657565025525,14,663.0,0.17273847144494872,14,663.0
1125.0,12,61.0,1.2708333333333333,5.477562528219896,12,496.0,0.2402140545422004,12,496.0
1130.0,7,19.0,0.40425531914893614,5.350004548702861,7,516.0,0.2911564065607128,7,516.0
1135.0,6,23.0,0.5227272727272727,5.762641118940445,6,526.0,0.27301452606984783,6,526.0
1140.0,13,78.0,1.8571428571428572,4.938631533192124,13,581.0,0.14280148423588226,13,581.0
1145.0,14,81.0,1.8409090909090908,3.70819957184885,14,562.0,0.11566433406155313,14,562.0
1150.0,12,58.0,1.380952380952381,4.063943784730457,12,442.0,0.14364513058999653,12,442.0
1155.0,9,35.0,0.8536585365853658,5.025978866289162,9,245.0,0.15858908858699117,9,245.0
1160.0,7,21.0,0.525,5.517199275006616,7,275.0,0.23661562520060217,7,275.0
1165.0,7,25.0,0.6944444444444444,5.397214198166884,7,302.0,0.26414269514219985,7,302.0
1170.0,14,83.0,2.3055555555555554,3.6825751290036846,14,360.0,0.17983823140154598,14,360.0
1175.0,14,83.0,2.1842105263157894,2.385187714879212,14,331.0,0.14224406198119713,14,331.0
1180.0,12,45.0,1.125,3.437988530866117,12,293.0,0.11806154837115504,12,293.0
1185.0,13,50.0,1.2195121951219512,4.846055808502325,13,221.0,0.12099650002703319,13,221.0
1190.0,7,22.0,0.55,5.437978011462937,7,246.0,0.22565833462362675,7,246.0
1195.0,6,24.0,0.6666666666666666,5.550314647023029,6,270.0,0.29753389841723993,6,270.0
1200.0,12,70.0,1.8421052631578947,4.7033096266887195,12,316.0,0.2693781820625767,12,316.0
1205.0,14,68.0,1.7435897435897436,3.1350629804098986,14,322.0,0.16858217313397558,14,322.0
1210.0,12,49.0,1.1395348837209303,3.7621881691008454,12,286.0,0.1573882321769832,12,286.0
1215.0,10,47.0,1.0681818181818181,5.521853124049345,10,219.0,0.21234296069138114,10,219.0
1220.0,4,8.0,0.2,5.334428263742846,4,213.0,0.2152531782411874,4,213.0
1225.0,8,28.0,0.8235294117647058,5.520652362385277,8,226.0,0.2152634929379729,8,226.0
1230.0,13,84.0,2.3333333333333335,3.89882335608343,13,282.0,0.14886903876731075,13,282.0
1235.0,14,86.0,2.324324324324324,2.762857713304543,14,300.0,0.13726351966784517,14,300.0
1240.0,11,56.0,1.4736842105263157,3.573631983985753,11,239.0,0.1333129332305631,11,239.0
1245.0,10,42.0,1.05,5.371059018079685,10,188.0,0.17637231652465157,10,188.0
1250.0,9,29.0,0.7837837837837838,5.095967737986814,9,221.0,0.1901631727898065,9,221.0
1255.0,8,32.0,1.032258064516129,4.38690615414939,8,255.0,0.1922605108594427,8,255.0
1260.0,13,87.0,2.5588235294117645,3.1638597556637036,13,310.0,0.17394458153739467,13,310.0
1265.0,15,89.0,2.4722222222222223,2.7739015425494022,15,329.0,0.18708691235574418,15,329.0
1270.0,10,52.0,1.2093023255813953,4.5093573579893365,10,288.0,0.24265686890661772,10,288.0
1275.0,11,44.0,0.9565217391304348,5.629210305450092,11,222.0,0.2360869730741476,11,222.0
1280.0,8,25.0,0.5555555555555556,5.48126174652829,8,257.0,0.25992930293860045,8,257.0
1285.0,8,29.0,0.725,6.051537255400037,8,284.0,0.28781243091315023,8,284.0
1290.0,13,85.0,1.9767441860465116,5.096987656282906,13,340.0,0.19509590627788967,13,340.0
1295.0,15,87.0,2.0714285714285716,3.4725212438151267,15,357.0,0.14996106936943115,15,357.0
1300.0,10,51.0,1.3076923076923077,3.094181404487936,10,315.0,0.12059937067412983,10,315.0
1305.0,11,38.0,0.9047619047619048,5.011190149412796,11,248.0,0.17004703666124324,11,248.0
1310.0,6,14.0,0.35,5.5525024251947475,6,258.0,0.28415700833074997,6,258.0
1315.0,7,25.0,0.6756756756756757,5.465936276220359,7,281.0,0.2882734440766057,7,281.0
1320.0,13,79.0,2.1944444444444446,3.6277065358112637,13,335.0,0.1614432788641772,13,335.0
1325.0,14,79.0,2.0256410256410255,2.7690248729256712,14,342.0,0.1081521135150503,14,342.0
1330.0,12,54.0,1.3846153846153846,3.6966458975269494,12,296.0,0.1524659906915802,12,296.0
1335.0,11,35.0,0.8536585365853658,5.660423244571902,11,204.0,0.22987492127823078,11,204.0
1340.0,6,18.0,0.45,5.936343566868177,6,239.0,0.28666236680027135,6,239.0
1345.0,7,31.0,0.8157894736842105,5.701779759865891,7,270.0,0.29685867014161027,7,270.0
1350.0,14,85.0,2.4285714285714284,3.79061144183615,14,324.0,0.19067408986055578,14,324.0
1355.0,15,82.0,2.05,2.6791567202706963,15,332.0,0.12344617423384646,15,332.0
1360.0,13,53.0,1.325,3.157148589923243,13,297.0,0.11920134553060967,13,297.0
1365.0,12,57.0,1.3255813953488371,5.109609486141353,12,231.0,0.21537768286477516,12,231.0
1370.0,8,47.0,1.146341463414634,6.4726663565115965,8,205.0,0.34638616535852795,8,205.0
1375.0,1,1.0,0.02631578947368421,6.781854231357486,1,174.0,0.3927922587881677,1,174.0
1380.0,7,25.0,0.6410256410256411,6.4923098656550176,7,194.0,0.29409486350945374,7,194.0
1385.0,13,79.0,2.135135135135135,4.735850761979701,13,248.0,0.20373715103206208,13,248.0
1390.0,20,164.0,4.315789473684211,2.8717642617054953,20,333.0,0.14601880604671455,20,333.0
1395.0,20,165.0,4.230769230769231,1.713044651750431,20,378.0,0.06131991061983277,20,378.0
1400.0,17,116.0,2.8292682926829267,3.2931935713880627,17,359.0,0.12940179079244984,17,359.0
1405.0,15,101.0,2.525,4.811383616513469,15,329.0,0.17585430888899414,15,329.0
1410.0,6,56.0,1.4,5.397346192538516,6,351.0,0.25371900549028525,6,351.0
1415.0,7,23.0,0.6764705882352942,4.562297747855334,7,383.0,0.20630589000144256,7,383.0
1420.0,15,78.0,2.4375,2.804539764840422,15,438.0,0.12743995626551596,15,438.0
1425.0,14,81.0,2.3823529411764706,2.5176992457532275,14,449.0,0.13734147357966542,14,449.0
1430.0,11,50.0,1.2820512820512822,4.034344778501209,11,366.0,0.14977987819418576,11,366.0
1435.0,9,34.0,0.85,5.652854695994243,9,290.0,0.203587314322016,9,290.0
1440.0,6,23.0,0.6216216216216216,6.969812493429526,6,230.0,0.3193668445152673,6,230.0
1445.0,2,2.0,0.058823529411764705,7.574211234997398,2,218.0,0.4047346236609261,2,218.0
1450.0,7,26.0,0.7647058823529411,6.2025623737068445,7,242.0,0.2999016894344808,7,242.0
